NEV;VALUE;M_KOD;VON_IDO
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);29,44195323;TYWB005;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);30,00766962;TYWB005;2024
Pest (Pest);30,36750464;TYWB005;2024
Budapest (Budapest);7,17648969;TYWB006;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);9,12087912;TYWB006;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);9,12087912;TYWB006;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);9,72972973;TYWB006;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);9,31576514;TYWB006;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);10,87221095;TYWB006;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);8,10313076;TYWB006;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);8,151566;TYWB006;2024
Pest (Pest);7,94008842;TYWB006;2024
Budapest (Budapest);1,59132976;TYWB007;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);1,93736264;TYWB007;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);1,93736264;TYWB007;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);1,94840295;TYWB007;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);2,07813222;TYWB007;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);2,19563895;TYWB007;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);1,89478207;TYWB007;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);1,77335011;TYWB007;2024
Pest (Pest);1,85392042;TYWB007;2024
Budapest (Budapest);12,08210994;TYWB101;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);14,73826882;TYWB101;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);14,73826882;TYWB101;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);14,78812287;TYWB101;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);13,55979605;TYWB101;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);14,64306938;TYWB101;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);13,20956598;TYWB101;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);12,92617369;TYWB101;2024
Pest (Pest);11,26549089;TYWB101;2024
Budapest (Budapest);16,52053905;TYWB102;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);18,10989011;TYWB102;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);18,10989011;TYWB102;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);18,001638;TYWB102;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);16,27369394;TYWB102;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);17,71805274;TYWB102;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);16,25537139;TYWB102;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);17,10011186;TYWB102;2024
Pest (Pest);16,36740955;TYWB102;2024
Budapest (Budapest);17,81945121;TYWB103;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);24,9010989;TYWB103;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);24,9010989;TYWB103;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);36,56019656;TYWB103;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);35,66805363;TYWB103;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);35,73022312;TYWB103;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);22,86065071;TYWB103;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);20,14821029;TYWB103;2024
Pest (Pest);19,02012091;TYWB103;2024
Budapest (Budapest);202,5567501;TYWB104;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);345,0626736;TYWB104;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);345,0626736;TYWB104;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);487,2352999;TYWB104;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);568,62054;TYWB104;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);584,0534593;TYWB104;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);323,6965395;TYWB104;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);269,8277849;TYWB104;2024
Pest (Pest);277,6867309;TYWB104;2024
Budapest (Budapest);2,84137035;TYWB105;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);3,2967033;TYWB105;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);3,2967033;TYWB105;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);2,94840295;TYWB105;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);5,39374326;TYWB105;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);5,57809331;TYWB105;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);2,45549417;TYWB105;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);3,49552573;TYWB105;2024
Pest (Pest);3,51890282;TYWB105;2024
Budapest (Budapest);3,6;TYWB106;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);6,2;TYWB106;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);6,2;TYWB106;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);4,4;TYWB106;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);8,1;TYWB106;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);10;TYWB106;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);3,7;TYWB106;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);6,7;TYWB106;2024
Pest (Pest);5,6;TYWB106;2024
Budapest (Budapest);23,32660782;TYWB107;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);29,73600638;TYWB107;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);29,73600638;TYWB107;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);29,81375622;TYWB107;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);28,09769571;TYWB107;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);29,67038895;TYWB107;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);26,73561148;TYWB107;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);26,19244264;TYWB107;2024
Pest (Pest);22,68503015;TYWB107;2024
Budapest (Budapest);24,92241168;TYWB108;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);29,43132663;TYWB108;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);29,43132663;TYWB108;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);29,57347266;TYWB108;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);26,34474087;TYWB108;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);29,21930021;TYWB108;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);26,26812436;TYWB108;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);25,71039789;TYWB108;2024
Pest (Pest);22,33730143;TYWB108;2024
Budapest (Budapest);1170,1;TYWB109;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);1394,5;TYWB109;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);1394,5;TYWB109;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);1378,5;TYWB109;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);1467,5;TYWB109;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);1496,5;TYWB109;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);1355,5;TYWB109;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);1306,2;TYWB109;2024
Pest (Pest);1322,8;TYWB109;2024
Budapest (Budapest);85,7;TYWB110;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);103,1;TYWB110;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);103,1;TYWB110;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);101,6;TYWB110;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);108,7;TYWB110;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);111;TYWB110;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);99,7;TYWB110;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);95,8;TYWB110;2024
Pest (Pest);96,4;TYWB110;2024
Budapest (Budapest);-4,77482707;TYWB201;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);-7,07743337;TYWB201;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);-7,07743337;TYWB201;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);-7,59896137;TYWB201;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);-4,25316782;TYWB201;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);-5,4946304;TYWB201;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);-5,48359191;TYWB201;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);-5,61398558;TYWB201;2024
Pest (Pest);-2,96172423;TYWB201;2024
Budapest (Budapest);74,9;TYWB202;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);73,3;TYWB202;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);73,3;TYWB202;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);73,6;TYWB202;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);72,2;TYWB202;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);71,8;TYWB202;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);74,1;TYWB202;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);74,4;TYWB202;2024
Pest (Pest);74,5;TYWB202;2024
Budapest (Budapest);80,6;TYWB203;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);79,3;TYWB203;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);79,3;TYWB203;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);79,6;TYWB203;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);78,8;TYWB203;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);78,1;TYWB203;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);79,7;TYWB203;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);80,1;TYWB203;2024
Pest (Pest);80,1;TYWB203;2024
Budapest (Budapest);5,25118266;TYWB301;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);4,74550873;TYWB301;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);4,74550873;TYWB301;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);4,56432268;TYWB301;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);4,84047932;TYWB301;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);4,70226053;TYWB301;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);4,90117962;TYWB301;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);4,63043903;TYWB301;2024
Pest (Pest);4,45494871;TYWB301;2024
Budapest (Budapest);38;TYWB302;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);37,4;TYWB302;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);37,4;TYWB302;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);38,2;TYWB302;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);35,2;TYWB302;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);35,8;TYWB302;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);37,7;TYWB302;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);37,4;TYWB302;2024
Pest (Pest);38,2;TYWB302;2024
Budapest (Budapest);35,2;TYWB303;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);34,2;TYWB303;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);34,2;TYWB303;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);35,1;TYWB303;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);32,2;TYWB303;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);33;TYWB303;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);34,8;TYWB303;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);34,4;TYWB303;2024
Pest (Pest);35,1;TYWB303;2024
Budapest (Budapest);61;TYWB304;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);66;TYWB304;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);66;TYWB304;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);62;TYWB304;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);67;TYWB304;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);66;TYWB304;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);68;TYWB304;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);65;TYWB304;2024
Pest (Pest);60;TYWB304;2024
Budapest (Budapest);1,74999874;TYWB305;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);1,87143266;TYWB305;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);1,87143266;TYWB305;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);1,8617632;TYWB305;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);1,77269109;TYWB305;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);1,74061578;TYWB305;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);1,9246165;TYWB305;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);1,73603124;TYWB305;2024
Pest (Pest);1,9510068;TYWB305;2024
Budapest (Budapest);31,80763097;TYWB306;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);35,92079296;TYWB306;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);35,92079296;TYWB306;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);35,6216702;TYWB306;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);33,11113534;TYWB306;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);31,86000136;TYWB306;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);37,10540985;TYWB306;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);34,9785474;TYWB306;2024
Pest (Pest);46,79332498;TYWB306;2024
Budapest (Budapest);1,9;TYWC001;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);-1,4;TYWC001;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);-1,4;TYWC001;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);-1,4;TYWC001;2024
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);-4,4;TYWC001;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);-4,4;TYWC001;2024
Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém);1,9;TYWC001;2024
Nyugat-Dunántúl (Győr-Moson-Sopron, Vas, Zala);2,1;TYWC001;2024
Pest (Pest);4,9;TYWC001;2024
Budapest (Budapest);67,6;TYWC002;2024
Budapest (Budapest);69,3;TYWC002;2025
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);12,4;TYWC002;2024
Dél-Alföld (Bács-Kiskun, Békés, Csongrád);13,6;TYWC002;2025
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);13,6;TYWC002;2025
Dél-Alföld (Bács-Kiskun, Békés, Csongrád-Csanád);12,4;TYWC002;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);25,2;TYWC002;2024
Dél-Dunántúl (Baranya, Somogy, Tolna);27,3;TYWC002;2025
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);14,6;TYWC002;2025
Észak-Alföld (Hajdú-Bihar, Jász-Nagykun-Szolnok, Szabolcs-Szatmár-Bereg);12,7;TYWC002;2024
Észak-Magyarország (Borsod-Abaúj-Zemplén, Heves, Nógrád);12,3;TYWC002;2024
