NEV;VALUE;M_KOD;VON_IDO
Sáta;269,665272;TYWG005;2024
Vasalja;308;TYWG005;2024
Söréd;348,1981982;TYWG005;2024
Magyarszentmiklós;368,627451;TYWG005;2024
Balmazújváros;297,9582971;TYWG005;2024
Duka;260,8974359;TYWG005;2024
Dudar;316,3608563;TYWG005;2024
Biri;283,4285714;TYWG005;2024
Felsőszentiván;314,3031785;TYWG005;2024
Bükkszék;331,408776;TYWG005;2024
Zalasárszeg;254,5454546;TYWG005;2024
Egerfarmos;302,8125;TYWG005;2024
Bátorliget;243,2515337;TYWG005;2024
Szombathely;282,0072505;TYWG005;2024
Szebény;301,2269939;TYWG005;2024
Döröske;263,2183908;TYWG005;2024
Hajdúböszörmény;283,1829434;TYWG005;2024
Lickóvadamos;264,516129;TYWG005;2024
Zádorfalva;268,5185185;TYWG005;2024
Balatoncsicsó;341,2844037;TYWG005;2024
Sajóhídvég;299,6815287;TYWG005;2024
Borgáta;258,3941606;TYWG005;2024
Kétsoprony;313,8111888;TYWG005;2024
Dunaújváros;233,6253632;TYWG005;2024
Szentkozmadombja;303,030303;TYWG005;2024
Taktaszada;298,5804416;TYWG005;2024
Vönöck;297,3053892;TYWG005;2024
Kistapolca;351,3513514;TYWG005;2024
Szuhafő;318,5185185;TYWG005;2024
Iborfia;206,6666667;TYWG005;2024
Rábahídvég;276,2273902;TYWG005;2024
Nyim;295,2702703;TYWG005;2024
Sajóivánka;355,8333333;TYWG005;2024
Magyarlak;331,875;TYWG005;2024
Fajsz;329,0953545;TYWG005;2024
Őrhalom;386,1111111;TYWG005;2024
Földes;281,4616756;TYWG005;2024
Badacsonytördemic;312,5248509;TYWG005;2024
Füzesabony;320,7253886;TYWG005;2024
Hirics;232;TYWG005;2024
Molnaszecsőd;303,2786885;TYWG005;2024
Iklad;404,7687861;TYWG005;2024
Ártánd;335,4700855;TYWG005;2024
Ipolytarnóc;274;TYWG005;2024
Ivánbattyán;250;TYWG005;2024
Ivándárda;377;TYWG005;2024
Nova;341,8803419;TYWG005;2024
Szilsárkány;299,6855346;TYWG005;2024
Tiszapüspöki;276,2130178;TYWG005;2024
Szarvaskő;319,1919192;TYWG005;2024
Piricse;248,4482759;TYWG005;2024
Budajenő;446,8677494;TYWG005;2024
Somogyszil;277,6435045;TYWG005;2024
Bogyiszló;320,8657048;TYWG005;2024
Lasztonya;214,2857143;TYWG005;2024
Mezőzombor;294,3914081;TYWG005;2024
Boldog;322,7782571;TYWG005;2024
Kétegyháza;303,3472803;TYWG005;2024
Meződ;331,3432836;TYWG005;2024
Edde;260,2409639;TYWG005;2024
Vereb;301,8691589;TYWG005;2024
Sajóbábony;262,9390019;TYWG005;2024
Visznek;303,9772727;TYWG005;2024
Baja;296,2308802;TYWG005;2024
Léh;278,8461539;TYWG005;2024
Kökény;332,4;TYWG005;2024
Balatonvilágos;345,7647059;TYWG005;2024
Szentantalfa;412,7071823;TYWG005;2024
Géderlak;289,1304348;TYWG005;2024
Szabolcsveresmart;290,0917431;TYWG005;2024
Abaújszántó;298,8802756;TYWG005;2024
Sóly;345,5445545;TYWG005;2024
Malomsok;320,242915;TYWG005;2024
Géberjén;270,2020202;TYWG005;2024
Balatonhenye;298,1481482;TYWG005;2024
Döge;317,7111717;TYWG005;2024
Bátmonostor;328,6123033;TYWG005;2024
Cered;311,3138686;TYWG005;2024
Nemeskeresztúr;263,6942675;TYWG005;2024
Magyarhomorog;241,4965986;TYWG005;2024
Mende;318,7130663;TYWG005;2024
Taktabáj;298,0295567;TYWG005;2024
Tiszadorogma;253,0120482;TYWG005;2024
Zebecke;280;TYWG005;2024
Bárdudvarnok;314,5557656;TYWG005;2024
Gagyvendégi;242,8571429;TYWG005;2024
Rábcakapi;374,1573034;TYWG005;2024
Kiskinizs;304,0650407;TYWG005;2024
Arnót;375,6097561;TYWG005;2024
Ócsárd;329,6551724;TYWG005;2024
Csákány;267,5977654;TYWG005;2024
Szakáld;265,9192825;TYWG005;2024
Hévíz;299,6747968;TYWG005;2024
Ároktő;250,4424779;TYWG005;2024
Keszü;376,5784114;TYWG005;2024
Bokor;286,3636364;TYWG005;2024
Tiszabercel;292,0833333;TYWG005;2024
Kistormás;294,4444444;TYWG005;2024
Nyírpilis;217,2413793;TYWG005;2024
Szerecseny;304,9046322;TYWG005;2024
Cserkút;317,2413793;TYWG005;2024
Mád;310,4300092;TYWG005;2024
Csákánydoroszló;335,9805511;TYWG005;2024
Cigánd;296,9245107;TYWG005;2024
Raposka;312,2641509;TYWG005;2024
Viszló;257,3770492;TYWG005;2024
Ruzsa;290,3529412;TYWG005;2024
Baksa;358,5964912;TYWG005;2024
Nagybudmér;271,7948718;TYWG005;2024
Héhalom;299,2537313;TYWG005;2024
Zalacsány;341,2331407;TYWG005;2024
Himod;287,3684211;TYWG005;2024
Csorna;309,2680716;TYWG005;2024
Tófű;337,9310345;TYWG005;2024
Pécel;366,2126246;TYWG005;2024
Küngös;311,0497238;TYWG005;2024
Ócsa;324,6692393;TYWG005;2024
Hevesvezekény;293,0795848;TYWG005;2024
Helvécia;309,3668237;TYWG005;2024
Dusnok;345,4619125;TYWG005;2024
Hortobágy;288,8157895;TYWG005;2024
Som;363,3962264;TYWG005;2024
Töttös;320,4918033;TYWG005;2024
Hort;319,25;TYWG005;2024
Tárnok;342,0997375;TYWG005;2024
Bödeháza;223,2142857;TYWG005;2024
Tárnokréti;292,3076923;TYWG005;2024
Perőcsény;269,4323144;TYWG005;2024
Köcsk;272,9032258;TYWG005;2024
Mezőgyán;276,0683761;TYWG005;2024
Nyomár;330,5343512;TYWG005;2024
Csörötnek;281,8461539;TYWG005;2024
Aszaló;289,3548387;TYWG005;2024
Nagykamarás;227,2143774;TYWG005;2024
Ecseg;279,6477495;TYWG005;2024
Mezőtúr;265,7057911;TYWG005;2024
Kamut;274,4554455;TYWG005;2024
Kispirit;201,6949153;TYWG005;2024
Kacsóta;311,1111111;TYWG005;2024
Püspökszilágy;314,14791;TYWG005;2024
Tarpa;272,7582293;TYWG005;2024
Bodorfa;367,3469388;TYWG005;2024
Mátraszőlős;315,6862745;TYWG005;2024
Mórahalom;325;TYWG005;2024
Nógrád;309,7826087;TYWG005;2024
Bogyoszló;310,7491857;TYWG005;2024
Lázi;281,7307692;TYWG005;2024
Magyartelek;377,6119403;TYWG005;2024
Makád;276,9896194;TYWG005;2024
Bekölce;262,5730994;TYWG005;2024
Nyésta;228,5714286;TYWG005;2024
Ács;302,8305267;TYWG005;2024
Udvar;350;TYWG005;2024
Tiszakerecseny;262,2994652;TYWG005;2024
Nagylengyel;325,120773;TYWG005;2024
Szakály;307,0588235;TYWG005;2024
Kányavár;249,3827161;TYWG005;2024
Oroszló;318,75;TYWG005;2024
Sényő;318,4313726;TYWG005;2024
Szendehely;373,0253353;TYWG005;2024
Rózsafa;302,8571429;TYWG005;2024
Kecskéd;382,6719577;TYWG005;2024
Mindszentkálla;323,4042553;TYWG005;2024
Feked;375,6302521;TYWG005;2024
Litér;352,8350516;TYWG005;2024
Ábrahámhegy;353,3163265;TYWG005;2024
Márianosztra;259,5744681;TYWG005;2024
Veszkény;368,321513;TYWG005;2024
Kereki;318,9873418;TYWG005;2024
Hejőkeresztúr;318,3374083;TYWG005;2024
Gelénes;264,556962;TYWG005;2024
Zsira;328,4810127;TYWG005;2024
Tüskevár;281,3432836;TYWG005;2024
Kám;294,08867;TYWG005;2024
Martonvásár;347,7978674;TYWG005;2024
Mihályháza;286,407767;TYWG005;2024
Emőd;307,1503132;TYWG005;2024
Dédestapolcsány;276,4227642;TYWG005;2024
Vasvár;279,9791449;TYWG005;2024
Iregszemcse;318,448439;TYWG005;2024
Nagyar;254,3165468;TYWG005;2024
Sály;286,4197531;TYWG005;2024
Bak;346,2867012;TYWG005;2024
Sárpilis;287,0813397;TYWG005;2024
Misefa;354,9180328;TYWG005;2024
Borszörcsök;244,7204969;TYWG005;2024
Szakoly;260,4081633;TYWG005;2024
Mosonmagyaróvár;286,4086409;TYWG005;2024
Rábacsanak;284,3137255;TYWG005;2024
Domony;325,7110353;TYWG005;2024
Zsáka;258,0029369;TYWG005;2024
Kisgyalán;324,4897959;TYWG005;2024
Somogyzsitfa;271,043771;TYWG005;2024
Terény;328,9795918;TYWG005;2024
Somogyudvarhely;338,6206897;TYWG005;2024
Paks;325,8793385;TYWG005;2024
Litke;296,0486322;TYWG005;2024
Ágfalva;351,3856813;TYWG005;2024
Bikal;342,9012346;TYWG005;2024
Pócsmegyer;310,3129445;TYWG005;2024
Trizs;302,9126214;TYWG005;2024
Karcag;277,1195853;TYWG005;2024
Taszár;291,9708029;TYWG005;2024
Ortaháza;255,7692308;TYWG005;2024
Tormafölde;291,6666667;TYWG005;2024
Ipolytölgyes;291,2;TYWG005;2024
Megyer;228;TYWG005;2024
Garbolc;251,4285714;TYWG005;2024
Irota;288,5245902;TYWG005;2024
Vének;297,8021978;TYWG005;2024
Bozsok;362;TYWG005;2024
Gyula;295,0214355;TYWG005;2024
Nyírderzs;254,1176471;TYWG005;2024
Csitár;297,4093264;TYWG005;2024
Györgytarló;248,7562189;TYWG005;2024
Rinyabesenyő;238,5714286;TYWG005;2024
Lovászpatona;298,2421875;TYWG005;2024
Viss;235,483871;TYWG005;2024
Balogunyom;353,4606205;TYWG005;2024
Csongrád;272,7251213;TYWG005;2024
Sátoraljaújhely;261,4080635;TYWG005;2024
Birján;355;TYWG005;2024
Balatonkenese;347,164592;TYWG005;2024
Somlójenő;229,7101449;TYWG005;2024
Tömörd;348,2142857;TYWG005;2024
Hajdúszoboszló;293,1028724;TYWG005;2024
Csemő;263,1488876;TYWG005;2024
Szorosad;314,8148148;TYWG005;2024
Villánykövesd;329,3103448;TYWG005;2024
Nagygörbő;278,7878788;TYWG005;2024
Kisnémedi;337,2881356;TYWG005;2024
Gyöngyös;269,6413007;TYWG005;2024
Nemesbikk;272,5067385;TYWG005;2024
Kuncsorba;266,2020906;TYWG005;2024
Karád;308,2208589;TYWG005;2024
Kánya;320,657277;TYWG005;2024
Örkény;312,724118;TYWG005;2024
Pilisszántó;289,6461337;TYWG005;2024
Bőcs;321,627409;TYWG005;2024
Borsodnádasd;269,0922731;TYWG005;2024
Herencsény;315,1408451;TYWG005;2024
Csobád;292,6923077;TYWG005;2024
Tófej;304,8951049;TYWG005;2024
Kára;271,4285714;TYWG005;2024
Csákberény;317,9245283;TYWG005;2024
Csanádpalota;248,4710475;TYWG005;2024
Sümegprága;299,6;TYWG005;2024
Pusztaföldvár;252,126367;TYWG005;2024
Babarc;339,0322581;TYWG005;2024
Magyarmecske;300;TYWG005;2024
Királyszentistván;353,2544379;TYWG005;2024
Magyarhertelend;324,0282686;TYWG005;2024
Komárom;281,7029791;TYWG005;2024
Kenézlő;261,7886179;TYWG005;2024
Bő;366,1392405;TYWG005;2024
Baranyaszentgyörgy;308,3333333;TYWG005;2024
Gadna;270,4918033;TYWG005;2024
Budapest;261,1265074;TYWG005;2024
Somogyaracs;262,5;TYWG005;2024
Gyulakeszi;315,7480315;TYWG005;2024
Dunaszentgyörgy;353,0259366;TYWG005;2024
Kisvaszar;270,5357143;TYWG005;2024
Tomajmonostora;248,5549133;TYWG005;2024
Kerkaszentkirály;329,4642857;TYWG005;2024
Dunaharaszti;358,1665942;TYWG005;2024
Tura;332,2462562;TYWG005;2024
Recsk;284,1121495;TYWG005;2024
Pári;321,1111111;TYWG005;2024
Tiszatenyő;262,7480916;TYWG005;2024
Görcsönydoboka;364,4067797;TYWG005;2024
Vörs;331,8681319;TYWG005;2024
Ilk;258,2309582;TYWG005;2024
Babarcszőlős;221,6666667;TYWG005;2024
Nemesrempehollós;250,6756757;TYWG005;2024
Cégénydányád;288,2783883;TYWG005;2024
Halásztelek;355,5700326;TYWG005;2024
Gömörszőlős;278;TYWG005;2024
Császló;320,2702703;TYWG005;2024
Győrvár;282,1678322;TYWG005;2024
Vigántpetend;226,6055046;TYWG005;2024
Felsődobsza;279,1798107;TYWG005;2024
Kisszekeres;307,9439252;TYWG005;2024
Békés;279,6895841;TYWG005;2024
Csór;281,4977974;TYWG005;2024
Sárfimizdó;253,4482759;TYWG005;2024
Nézsa;322,6720648;TYWG005;2024
Szentkatalin;256,0606061;TYWG005;2024
Kisgörbő;310,3092784;TYWG005;2024
Pilis;298,4319465;TYWG005;2024
Szemere;271,4285714;TYWG005;2024
Hernád;335,5402873;TYWG005;2024
Komlósd;268,8172043;TYWG005;2024
Pölöske;312,1405751;TYWG005;2024
Chernelházadamonya;313,3333333;TYWG005;2024
Fertőd;312,2014203;TYWG005;2024
Borsosberény;287,664042;TYWG005;2024
Rácalmás;348,4944533;TYWG005;2024
Tuzsér;339,6226415;TYWG005;2024
Hetes;369,3975904;TYWG005;2024
Kenyeri;286,036036;TYWG005;2024
Hencse;372,4137931;TYWG005;2024
Kövegy;294,7826087;TYWG005;2024
Tófalu;295,0757576;TYWG005;2024
Délegyháza;349,8039216;TYWG005;2024
Szűcsi;320,0612557;TYWG005;2024
Nagykovácsi;433,3762887;TYWG005;2024
Nagydém;264,6706587;TYWG005;2024
Lulla;336,0824742;TYWG005;2024
Hövej;316,5829146;TYWG005;2024
Liptód;297,6377953;TYWG005;2024
Csáfordjánosfa;290,1960784;TYWG005;2024
Borsfa;320,0692042;TYWG005;2024
Szentimrefalva;256,8421053;TYWG005;2024
Istenmezeje;343,2471264;TYWG005;2024
Szakcs;301,3605442;TYWG005;2024
Örvényes;372,4770642;TYWG005;2024
Áporka;339,1713748;TYWG005;2024
Újkenéz;282,1022727;TYWG005;2024
Győrtelek;263,9412998;TYWG005;2024
Palotabozsok;393,765586;TYWG005;2024
Varbóc;240,6779661;TYWG005;2024
Torvaj;257,6388889;TYWG005;2024
Püspökladány;286,7010309;TYWG005;2024
Sajógalgóc;325,1851852;TYWG005;2024
Bácsbokod;325,5319149;TYWG005;2024
Szarvasgede;285,0241546;TYWG005;2024
Tiszarád;249,132948;TYWG005;2024
Szalafő;294,1558442;TYWG005;2024
Egyházashetye;269,6629214;TYWG005;2024
Hevesaranyos;293,7743191;TYWG005;2024
Farkasgyepű;312,2093023;TYWG005;2024
Hahót;298,9082969;TYWG005;2024
Sé;400,3952569;TYWG005;2024
Kondoros;278,3649876;TYWG005;2024
Gárdony;337,3539037;TYWG005;2024
Vasboldogasszony;308,3743842;TYWG005;2024
Pusztacsó;340,3225807;TYWG005;2024
Vizslás;304,0892193;TYWG005;2024
Ásotthalom;270,2631579;TYWG005;2024
Zalakomár;306,1185469;TYWG005;2024
Abod;297,6190476;TYWG005;2024
Füzérradvány;247,8527607;TYWG005;2024
Tornakápolna;245,7142857;TYWG005;2024
Bejcgyertyános;253,90625;TYWG005;2024
Hajdúhadház;282,1680877;TYWG005;2024
Németbánya;336,1445783;TYWG005;2024
Nagyút;284,3195266;TYWG005;2024
Magyaratád;329,6296296;TYWG005;2024
Szamossályi;281,9620253;TYWG005;2024
Egyházaskesző;291,4529915;TYWG005;2024
Dunasziget;338,0449141;TYWG005;2024
Kölesd;311,9932432;TYWG005;2024
Császártöltés;367,8640777;TYWG005;2024
Bicske;308,0071975;TYWG005;2024
Dorog;260,5555556;TYWG005;2024
Bodrog;330,5263158;TYWG005;2024
Maroslele;281,9654428;TYWG005;2024
Detek;275;TYWG005;2024
Dávod;298,6964618;TYWG005;2024
Kémes;320,1086957;TYWG005;2024
Monor;321,5724954;TYWG005;2024
Bezi;346;TYWG005;2024
Sajtoskál;339,5209581;TYWG005;2024
Beled;323,3484163;TYWG005;2024
Rum;312,244898;TYWG005;2024
Csurgónagymarton;296,2025317;TYWG005;2024
Komjáti;267,4074074;TYWG005;2024
Bükkszenterzsébet;323,4135667;TYWG005;2024
Őriszentpéter;315,5642023;TYWG005;2024
Csertalakos;224;TYWG005;2024
Fertőhomok;356,8019093;TYWG005;2024
Városföld;299,1784038;TYWG005;2024
Halogy;262,6760563;TYWG005;2024
Vállus;304,6153846;TYWG005;2024
Bogdása;225;TYWG005;2024
Bácsalmás;313,8308138;TYWG005;2024
Edelény;319,5445373;TYWG005;2024
Vámosmikola;293,1714719;TYWG005;2024
Kistótfalu;338,4615385;TYWG005;2024
Majosháza;321,5686275;TYWG005;2024
Körösnagyharsány;218,018018;TYWG005;2024
Tiszabő;260,8796296;TYWG005;2024
Boncodfölde;359,7122302;TYWG005;2024
Fülesd;255,6179775;TYWG005;2024
Nyírparasznya;268,1818182;TYWG005;2024
Kiskunlacháza;324,1708676;TYWG005;2024
Pécsvárad;339,8648649;TYWG005;2024
Olcsvaapáti;302,631579;TYWG005;2024
Nick;280,2083333;TYWG005;2024
Érpatak;240,7232704;TYWG005;2024
Ecseny;303,9473684;TYWG005;2024
Doba;261,21673;TYWG005;2024
Lispeszentadorján;263,2911392;TYWG005;2024
Garadna;292,5531915;TYWG005;2024
Karakó;286,1386139;TYWG005;2024
Maglód;351,5322217;TYWG005;2024
Hagyárosbörönd;305,1094891;TYWG005;2024
Nagykozár;394,7887324;TYWG005;2024
Nikla;267,2955975;TYWG005;2024
Mogyoróska;304,4247788;TYWG005;2024
Tiszavalk;261,452514;TYWG005;2024
Szulok;374,5704467;TYWG005;2024
Kerékteleki;298,2078853;TYWG005;2024
Jászkarajenő;259,1304348;TYWG005;2024
Szihalom;304,8780488;TYWG005;2024
Zsujta;274,7252747;TYWG005;2024
Tolnanémedi;254,1501976;TYWG005;2024
Lakócsa;288,7029289;TYWG005;2024
Baglad;255,2631579;TYWG005;2024
Röjtökmuzsaj;339,4230769;TYWG005;2024
Cún;264,7727273;TYWG005;2024
Nyírlövő;332,6530612;TYWG005;2024
Szőlősgyörök;331,9604613;TYWG005;2024
Szuhakálló;306,3492064;TYWG005;2024
Olcsva;318,8976378;TYWG005;2024
Vekerd;213,9784946;TYWG005;2024
Kisrákos;304;TYWG005;2024
Gór;347,4576271;TYWG005;2024
Szentpéterúr;276,4705882;TYWG005;2024
Kéthely;322,234763;TYWG005;2024
Kisdér;263,4615385;TYWG005;2024
Igal;311,7482518;TYWG005;2024
Hosszúvölgy;323,6842105;TYWG005;2024
Szűr;365,5737705;TYWG005;2024
Hangács;344,1176471;TYWG005;2024
Kőtelek;274,3842365;TYWG005;2024
Pócspetri;284,53125;TYWG005;2024
Fertőboz;343,3333333;TYWG005;2024
Kóny;347,3443223;TYWG005;2024
Nyírlugos;269,8319328;TYWG005;2024
Katymár;313,2318501;TYWG005;2024
Bököny;281,4053128;TYWG005;2024
Besenyszög;287,6889849;TYWG005;2024
Mezőkeresztes;291,1455108;TYWG005;2024
Sajónémeti;235,8490566;TYWG005;2024
Cegléd;286,4320685;TYWG005;2024
Damak;345,1923077;TYWG005;2024
Szakony;319,2660551;TYWG005;2024
Füzérkomlós;316,5289256;TYWG005;2024
Ikervár;344,5801527;TYWG005;2024
Pilisszentiván;361,5760538;TYWG005;2024
Mecsekpölöske;304,4871795;TYWG005;2024
Halmajugra;343,6194896;TYWG005;2024
Pula;294,949495;TYWG005;2024
Várpalota;263,6506865;TYWG005;2024
Kisrozvágy;264,9350649;TYWG005;2024
Tényő;338,7533875;TYWG005;2024
Zala;308,0645161;TYWG005;2024
Lendvajakabfa;237,8378378;TYWG005;2024
Somogycsicsó;278,6666667;TYWG005;2024
Szinpetri;266,6666667;TYWG005;2024
Szenta;298,0392157;TYWG005;2024
Rádfalva;267,4418605;TYWG005;2024
Balaton;305,23918;TYWG005;2024
Magyardombegyház;243,1372549;TYWG005;2024
Szentjakabfa;360,7843137;TYWG005;2024
Szécsisziget;308,5714286;TYWG005;2024
Alsónyék;321,7391304;TYWG005;2024
Petőmihályfa;260,5263158;TYWG005;2024
Vilmány;255,7788945;TYWG005;2024
Piliny;289,010989;TYWG005;2024
Dunaszentbenedek;303,8554217;TYWG005;2024
Körösladány;274,6031746;TYWG005;2024
Bodmér;370,5882353;TYWG005;2024
Vasszentmihály;331,1377246;TYWG005;2024
Felsőpáhok;320,1704546;TYWG005;2024
Bögöt;306,741573;TYWG005;2024
Legyesbénye;286,0841424;TYWG005;2024
Jánosháza;296,4388835;TYWG005;2024
Diósberény;290,0552486;TYWG005;2024
Hidasnémeti;293,5555556;TYWG005;2024
Vöröstó;330,2325581;TYWG005;2024
Báta;331,3351499;TYWG005;2024
Orfű;338,3045526;TYWG005;2024
Mezőnyárád;303,628447;TYWG005;2024
Meszes;241,8803419;TYWG005;2024
Veszprém;293,5843743;TYWG005;2024
Sárszentmihály;326,109215;TYWG005;2024
Zalakaros;369,4942904;TYWG005;2024
Szank;300;TYWG005;2024
Vindornyaszőlős;346,4285714;TYWG005;2024
Kurityán;283,7209302;TYWG005;2024
Porrog;260,9756098;TYWG005;2024
Pocsaj;272,1193416;TYWG005;2024
Kétbodony;320,9205021;TYWG005;2024
Pápakovácsi;345,4545455;TYWG005;2024
Érsekcsanád;385,8365019;TYWG005;2024
Mezőhegyes;259,1599012;TYWG005;2024
Abda;374,7960848;TYWG005;2024
Héreg;287,9649891;TYWG005;2024
Tiszamogyorós;314,8594378;TYWG005;2024
Balatonőszöd;288,1355932;TYWG005;2024
Újtikos;279,3281654;TYWG005;2024
Üröm;407,5231113;TYWG005;2024
Gyöngyösfalu;367,8240741;TYWG005;2024
Dinnyeberki;230;TYWG005;2024
Bátya;333,29718;TYWG005;2024
Bikács;316,4948454;TYWG005;2024
Murony;266,4835165;TYWG005;2024
Csibrák;276,1904762;TYWG005;2024
Szatymaz;286,7775139;TYWG005;2024
Becske;253,5460993;TYWG005;2024
Csólyospálos;270,122631;TYWG005;2024
Kelemér;297,1751412;TYWG005;2024
Ölbő;318,8741722;TYWG005;2024
Budakeszi;354,1380438;TYWG005;2024
Hermánszeg;239,0977444;TYWG005;2024
Pétervására;293,8616071;TYWG005;2024
Gelse;306,833713;TYWG005;2024
Nyírtura;313,4078212;TYWG005;2024
Vasszilvágy;296,9879518;TYWG005;2024
Kajárpéc;321,025641;TYWG005;2024
Letenye;317,2634271;TYWG005;2024
Nógrádmegyer;300,8695652;TYWG005;2024
Csepreg;323,8247012;TYWG005;2024
Hejőszalonta;264,1350211;TYWG005;2024
Patca;245,945946;TYWG005;2024
Kardoskút;268,8118812;TYWG005;2024
Pátroha;302,9441624;TYWG005;2024
Romhány;305,1891892;TYWG005;2024
Zók;315,7894737;TYWG005;2024
Tállya;285,212766;TYWG005;2024
Terpes;264,2857143;TYWG005;2024
Balatonederics;320,0772201;TYWG005;2024
Kemenesmagasi;247,6525822;TYWG005;2024
Füzesgyarmat;274,548509;TYWG005;2024
Székkutas;305,3078556;TYWG005;2024
Nyírmada;291,9689119;TYWG005;2024
Máriakálnok;366,5816327;TYWG005;2024
Zsennye;276,7857143;TYWG005;2024
Hédervár;348,3992467;TYWG005;2024
Andrásfa;265,9090909;TYWG005;2024
Györköny;335,5460385;TYWG005;2024
Tompaládony;287,7192983;TYWG005;2024
Csengőd;295,7446809;TYWG005;2024
Kistamási;229,5454546;TYWG005;2024
Pálháza;352,8985507;TYWG005;2024
Pamlény;207,3170732;TYWG005;2024
Drávapiski;252,3809524;TYWG005;2024
Kistokaj;378,6961583;TYWG005;2024
Vámosszabadi;342,2657952;TYWG005;2024
Fertőrákos;334,2910102;TYWG005;2024
Rákócziújfalu;272,6027397;TYWG005;2024
Fedémes;297,0588235;TYWG005;2024
Abádszalók;286,9672944;TYWG005;2024
Csökmő;261,1708483;TYWG005;2024
Rátka;324,4019139;TYWG005;2024
Kemenesszentpéter;293,1596091;TYWG005;2024
Újcsanálos;293,3121019;TYWG005;2024
Zalaistvánd;309,4936709;TYWG005;2024
Kisnána;303,0828516;TYWG005;2024
Dejtár;343,5018051;TYWG005;2024
Ságújfalu;306,4171123;TYWG005;2024
Gyűrűs;217,3076923;TYWG005;2024
Abaliget;314,6853147;TYWG005;2024
Fancsal;319,6078431;TYWG005;2024
Dunafalva;274,2504409;TYWG005;2024
Lenti;307,9919069;TYWG005;2024
Tiszadob;253,3156499;TYWG005;2024
Türje;321,7893218;TYWG005;2024
Kertészsziget;219,0217391;TYWG005;2024
Sokorópátka;332,7835052;TYWG005;2024
Kisapostag;331,5024233;TYWG005;2024
Óbánya;340;TYWG005;2024
Zalahaláp;293,5222672;TYWG005;2024
Kaposkeresztúr;261,2903226;TYWG005;2024
Kisvarsány;313,1105399;TYWG005;2024
